Ticket_ID,Subject,Description,Category,text
529,product suggestion,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,product suggestion could you add the ability to set a monthly spending limit on the account? it would help with budgeting especially for shared team accounts.
530,improvement idea,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,improvement idea please consider adding a wishlist feature that i can share with family for gifting occasions. many customers would find this useful.
531,cannot load,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,cannot load i can't export my data. when i click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.
532,reporting a bug,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,reporting a bug the 'notify me' button on out-of-stock products doesn't seem to work. i signed up for notifications for 3 products weeks ago and got none.
533,my request from last month still open,I submitted a feature request a month ago and got a ticket number but no update since then. Can someone tell me the status? Ticket ref: #44219.,Feature Request,my request from last month still open i submitted a feature request a month ago and got a ticket number but no update since then. can someone tell me the status? ticket ref: #44219.
534,improvement idea,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,improvement idea could you add the ability to set a monthly spending limit on the account? it would help with budgeting especially for shared team accounts.
535,invoice error,I see a charge labelled 'PRO_UPGRADE' on my statement but I never upgraded my plan. Please investigate this unauthorized charge.,Billing Inquiry,invoice error i see a charge labelled 'pro_upgrade' on my statement but i never upgraded my plan. please investigate this unauthorized charge.
536,billing issue,I see a charge labelled 'PRO_UPGRADE' on my statement but I never upgraded my plan. Please investigate this unauthorized charge.,Billing Inquiry,billing issue i see a charge labelled 'pro_upgrade' on my statement but i never upgraded my plan. please investigate this unauthorized charge.
537,Subscription plan confusion,I upgraded my plan last week but I'm still being charged the old amount. Is there a processing delay or was the upgrade not applied correctly?,Billing Inquiry,subscription plan confusion i upgraded my plan last week but i'm still being charged the old amount. is there a processing delay or was the upgrade not applied correctly?
538,profile update,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,profile update my display name is showing garbled characters after i tried to use my name in a regional language. please help me fix this.
539,feature broken,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,feature broken the app keeps logging me out every few minutes even though i have 'keep me logged in' enabled. this started after last thursday's update.
540,technical problem,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,technical problem the app keeps logging me out every few minutes even though i have 'keep me logged in' enabled. this started after last thursday's update.
541,error on page,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,error on page on my tablet the layout is completely broken — all the navigation buttons are overlapping each other. works fine on my phone and desktop.
542,unexpected behavior,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,unexpected behavior when printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.
543,app not working,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,app not working on my tablet the layout is completely broken — all the navigation buttons are overlapping each other. works fine on my phone and desktop.
544,refund request,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,refund request i was charged ₹599 but the plan i selected costs ₹399. can you explain the difference and process a refund for the extra amount?
545,refund request,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,refund request i need a gst-compliant invoice for my subscription payment made on 12th march. the invoice i received doesn't have the gst breakdown.
546,reporting a bug,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,reporting a bug the 'apply coupon' button on mobile disappears behind the keyboard when i type the coupon code. i have to close the keyboard to tap it.
547,enhancement request,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,enhancement request it would be helpful to have a 'reorder' button on past orders so i can quickly repurchase the same items without searching again.
548,new feature idea,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,new feature idea please consider adding a wishlist feature that i can share with family for gifting occasions. many customers would find this useful.
549,new feature idea,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,new feature idea please consider adding a wishlist feature that i can share with family for gifting occasions. many customers would find this useful.
550,login problem,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,login problem someone tried to log into my account from a different country according to the security alert i received. please help me secure my account.
551,account issue,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,account issue someone tried to log into my account from a different country according to the security alert i received. please help me secure my account.
552,something is broken,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,something is broken the 'apply coupon' button on mobile disappears behind the keyboard when i type the coupon code. i have to close the keyboard to tap it.
553,new feature idea,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,new feature idea it would be helpful to have a 'reorder' button on past orders so i can quickly repurchase the same items without searching again.
554,glitch in app,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,glitch in app the 'apply coupon' button on mobile disappears behind the keyboard when i type the coupon code. i have to close the keyboard to tap it.
555,Invoice missing GST details,My invoice doesn't have the GST number on it. I need this for my company reimbursement. Can you please send a corrected invoice?,Billing Inquiry,invoice missing gst details my invoice doesn't have the gst number on it. i need this for my company reimbursement. can you please send a corrected invoice?
556,Comparison feature for products,"It would be useful to compare two or three products side by side — specifications, price, ratings. Similar to what Flipkart has.",Feature Request,"comparison feature for products it would be useful to compare two or three products side by side — specifications, price, ratings. similar to what flipkart has."
557,Profile picture not updating,I've tried uploading a new profile picture four times but it keeps showing the old one. I've tried both JPEG and PNG formats under 1MB.,Account Management,profile picture not updating i've tried uploading a new profile picture four times but it keeps showing the old one. i've tried both jpeg and png formats under 1mb.
558,password issue,I'd like to add a family member to my account so they can also place orders. Is there a family plan or a way to add sub-users?,Account Management,password issue i'd like to add a family member to my account so they can also place orders. is there a family plan or a way to add sub-users?
559,product suggestion,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,product suggestion an offline mode where i can browse my saved items and drafts without internet would be very useful when i'm travelling.
560,Allow sub-accounts for teams,Our team needs separate logins under one company account with different permission levels. Right now everyone shares one login which is not secure.,Feature Request,allow sub-accounts for teams our team needs separate logins under one company account with different permission levels. right now everyone shares one login which is not secure.
561,login problem,I'd like to add a family member to my account so they can also place orders. Is there a family plan or a way to add sub-users?,Account Management,login problem i'd like to add a family member to my account so they can also place orders. is there a family plan or a way to add sub-users?
562,Refund not received,I cancelled my order 10 days ago and was told the refund would arrive in 5–7 business days. I still haven't received it. Order ID: #78432.,Billing Inquiry,refund not received i cancelled my order 10 days ago and was told the refund would arrive in 5–7 business days. i still haven't received it. order id: #78432.
563,Page timing out,The checkout page times out every time I try to place an order. I've tried on three different browsers and also on mobile. Other pages work fine.,Technical Issue,page timing out the checkout page times out every time i try to place an order. i've tried on three different browsers and also on mobile. other pages work fine.
564,account issue,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,account issue someone tried to log into my account from a different country according to the security alert i received. please help me secure my account.
565,Merged duplicate accounts,I accidentally created two accounts with different emails. I'd like to merge them so my purchase history is in one place. Is this possible?,Account Management,merged duplicate accounts i accidentally created two accounts with different emails. i'd like to merge them so my purchase history is in one place. is this possible?
566,OTP not being received,I'm not receiving the OTP on my registered phone number. I've tried resending multiple times. My number is correct and I have network connectivity.,Technical Issue,otp not being received i'm not receiving the otp on my registered phone number. i've tried resending multiple times. my number is correct and i have network connectivity.
567,please add this,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,please add this a mobile barcode scanner to look up products would be a game-changer for in-store price comparison. please consider adding this.
568,Can't reset password,I requested a password reset but the reset email never arrived. I've checked spam. My account has important data and I urgently need access.,Account Management,can't reset password i requested a password reset but the reset email never arrived. i've checked spam. my account has important data and i urgently need access.
569,subscription charge,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,subscription charge my refund request was approved 2 weeks ago (ref #ref-2291) but the amount hasn't appeared in my account yet. please update me.
570,found a bug,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,found a bug when printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.
571,product suggestion,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,product suggestion please consider adding a wishlist feature that i can share with family for gifting occasions. many customers would find this useful.
572,refund request,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,refund request my promotional discount was supposed to apply for 3 months but it stopped after the first month. the original offer was for 3 months.
573,enhancement request,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,enhancement request an offline mode where i can browse my saved items and drafts without internet would be very useful when i'm travelling.
574,improvement idea,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,improvement idea an offline mode where i can browse my saved items and drafts without internet would be very useful when i'm travelling.
575,Allow sub-accounts for teams,Our team needs separate logins under one company account with different permission levels. Right now everyone shares one login which is not secure.,Feature Request,allow sub-accounts for teams our team needs separate logins under one company account with different permission levels. right now everyone shares one login which is not secure.
576,password issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,password issue my display name is showing garbled characters after i tried to use my name in a regional language. please help me fix this.
577,improvement idea,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,improvement idea a mobile barcode scanner to look up products would be a game-changer for in-store price comparison. please consider adding this.
578,glitch in app,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,glitch in app the 'recently viewed' section shows products i have never visited. it seems to be showing someone else's browsing history.
579,app not working,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,app not working the app keeps logging me out every few minutes even though i have 'keep me logged in' enabled. this started after last thursday's update.
580,account access,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,account access i need to transfer my account to a new email address as i no longer have access to the old one. i can verify my identity with my phone number.
581,subscription charge,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,subscription charge i need a gst-compliant invoice for my subscription payment made on 12th march. the invoice i received doesn't have the gst breakdown.
582,product suggestion,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,product suggestion it would be helpful to have a 'reorder' button on past orders so i can quickly repurchase the same items without searching again.
583,improvement idea,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,improvement idea could you add the ability to set a monthly spending limit on the account? it would help with budgeting especially for shared team accounts.
584,refund request,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,refund request i was charged ₹599 but the plan i selected costs ₹399. can you explain the difference and process a refund for the extra amount?
585,enhancement request,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,enhancement request could you add the ability to set a monthly spending limit on the account? it would help with budgeting especially for shared team accounts.
586,password issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,password issue my display name is showing garbled characters after i tried to use my name in a regional language. please help me fix this.
587,account access,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,account access my account shows that i haven't made any purchases but i've made 5 orders in the last month. they're all missing from my order history.
588,app not working,The search filters on the product listing page are not responding. I click 'Apply Filters' and the page just reloads with all products unfiltered.,Technical Issue,app not working the search filters on the product listing page are not responding. i click 'apply filters' and the page just reloads with all products unfiltered.
589,login problem,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,login problem my account shows that i haven't made any purchases but i've made 5 orders in the last month. they're all missing from my order history.
590,login problem,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,login problem i need to transfer my account to a new email address as i no longer have access to the old one. i can verify my identity with my phone number.
591,technical problem,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,technical problem on my tablet the layout is completely broken — all the navigation buttons are overlapping each other. works fine on my phone and desktop.
592,please add this,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,please add this a mobile barcode scanner to look up products would be a game-changer for in-store price comparison. please consider adding this.
593,profile update,I'd like to add a family member to my account so they can also place orders. Is there a family plan or a way to add sub-users?,Account Management,profile update i'd like to add a family member to my account so they can also place orders. is there a family plan or a way to add sub-users?
594,something is broken,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,something is broken product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.
595,feature broken,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,feature broken the app keeps logging me out every few minutes even though i have 'keep me logged in' enabled. this started after last thursday's update.
596,something is broken,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,something is broken the 'apply coupon' button on mobile disappears behind the keyboard when i type the coupon code. i have to close the keyboard to tap it.
597,product suggestion,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,product suggestion an offline mode where i can browse my saved items and drafts without internet would be very useful when i'm travelling.
598,Schedule reports via email,Can you add an option to schedule weekly or monthly reports to be sent automatically to my email? Would save me time logging in just to download reports.,Feature Request,schedule reports via email can you add an option to schedule weekly or monthly reports to be sent automatically to my email? would save me time logging in just to download reports.
599,glitch in app,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,glitch in app when printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.
600,unexpected behavior,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,unexpected behavior the 'apply coupon' button on mobile disappears behind the keyboard when i type the coupon code. i have to close the keyboard to tap it.
601,billing issue,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,billing issue my refund request was approved 2 weeks ago (ref #ref-2291) but the amount hasn't appeared in my account yet. please update me.
602,found a bug,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,found a bug the 'apply coupon' button on mobile disappears behind the keyboard when i type the coupon code. i have to close the keyboard to tap it.
603,reporting a bug,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,reporting a bug the 'apply coupon' button on mobile disappears behind the keyboard when i type the coupon code. i have to close the keyboard to tap it.
604,please add this,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,please add this please consider adding a wishlist feature that i can share with family for gifting occasions. many customers would find this useful.
605,improvement idea,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,improvement idea please consider adding a wishlist feature that i can share with family for gifting occasions. many customers would find this useful.
606,Cashback not credited,I was supposed to receive ₹200 cashback after my first purchase but it's been 2 weeks and nothing has shown up in my wallet.,Billing Inquiry,cashback not credited i was supposed to receive ₹200 cashback after my first purchase but it's been 2 weeks and nothing has shown up in my wallet.
607,Remember filter preferences,Can you make the app remember my last used filters and sort options? I use the same filters every session and it's tedious to reapply them.,Feature Request,remember filter preferences can you make the app remember my last used filters and sort options? i use the same filters every session and it's tedious to reapply them.
608,product suggestion,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,product suggestion please consider adding a wishlist feature that i can share with family for gifting occasions. many customers would find this useful.
609,app not working,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,app not working video tutorials in the help section don't play. the player shows an error icon. this is happening on both chrome and edge on windows 11.
610,subscription charge,I see a charge labelled 'PRO_UPGRADE' on my statement but I never upgraded my plan. Please investigate this unauthorized charge.,Billing Inquiry,subscription charge i see a charge labelled 'pro_upgrade' on my statement but i never upgraded my plan. please investigate this unauthorized charge.
611,Two-factor auth broken,After enabling 2FA my account got locked. The authenticator app code doesn't work and the backup codes are also not being accepted.,Technical Issue,two-factor auth broken after enabling 2fa my account got locked. the authenticator app code doesn't work and the backup codes are also not being accepted.
612,cannot load,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,cannot load the app keeps logging me out every few minutes even though i have 'keep me logged in' enabled. this started after last thursday's update.
613,cannot load,The search filters on the product listing page are not responding. I click 'Apply Filters' and the page just reloads with all products unfiltered.,Technical Issue,cannot load the search filters on the product listing page are not responding. i click 'apply filters' and the page just reloads with all products unfiltered.
614,account deactivated without notice,I tried logging in today and got a message saying my account is deactivated. I did not request this. I have an active subscription that I paid for.,Account Management,account deactivated without notice i tried logging in today and got a message saying my account is deactivated. i did not request this. i have an active subscription that i paid for.
615,payment problem,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,payment problem my refund request was approved 2 weeks ago (ref #ref-2291) but the amount hasn't appeared in my account yet. please update me.
616,found a bug,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,found a bug product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.
617,something is broken,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,something is broken the 'apply coupon' button on mobile disappears behind the keyboard when i type the coupon code. i have to close the keyboard to tap it.
618,something is broken,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,something is broken when printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.
619,reporting a bug,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,reporting a bug the 'notify me' button on out-of-stock products doesn't seem to work. i signed up for notifications for 3 products weeks ago and got none.
620,invoice error,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,invoice error i was charged ₹599 but the plan i selected costs ₹399. can you explain the difference and process a refund for the extra amount?
621,Wrong product image shown,The product images for 'Blue Wireless Headphones' are showing images of a completely different product. Customers might order the wrong item.,Bug Report,wrong product image shown the product images for 'blue wireless headphones' are showing images of a completely different product. customers might order the wrong item.
622,invoice error,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,invoice error my refund request was approved 2 weeks ago (ref #ref-2291) but the amount hasn't appeared in my account yet. please update me.
623,account issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,account issue my account shows that i haven't made any purchases but i've made 5 orders in the last month. they're all missing from my order history.
624,invoice error,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,invoice error i need a gst-compliant invoice for my subscription payment made on 12th march. the invoice i received doesn't have the gst breakdown.
625,payment problem,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,payment problem my refund request was approved 2 weeks ago (ref #ref-2291) but the amount hasn't appeared in my account yet. please update me.
626,invoice error,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,invoice error my refund request was approved 2 weeks ago (ref #ref-2291) but the amount hasn't appeared in my account yet. please update me.
627,payment problem,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,payment problem my promotional discount was supposed to apply for 3 months but it stopped after the first month. the original offer was for 3 months.
628,invoice error,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,invoice error i need a gst-compliant invoice for my subscription payment made on 12th march. the invoice i received doesn't have the gst breakdown.
629,found a bug,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,found a bug the 'apply coupon' button on mobile disappears behind the keyboard when i type the coupon code. i have to close the keyboard to tap it.
630,reporting a bug,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,reporting a bug the 'notify me' button on out-of-stock products doesn't seem to work. i signed up for notifications for 3 products weeks ago and got none.
631,refund request,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,refund request i was charged ₹599 but the plan i selected costs ₹399. can you explain the difference and process a refund for the extra amount?
632,password issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,password issue my display name is showing garbled characters after i tried to use my name in a regional language. please help me fix this.
633,please add this,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,please add this could you add the ability to set a monthly spending limit on the account? it would help with budgeting especially for shared team accounts.
634,password issue,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,password issue someone tried to log into my account from a different country according to the security alert i received. please help me secure my account.
635,glitch in app,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,glitch in app when printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.
636,something is broken,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,something is broken the 'notify me' button on out-of-stock products doesn't seem to work. i signed up for notifications for 3 products weeks ago and got none.
637,technical problem,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,technical problem i can't export my data. when i click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.
638,reporting a bug,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,reporting a bug the 'notify me' button on out-of-stock products doesn't seem to work. i signed up for notifications for 3 products weeks ago and got none.
639,product suggestion,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,product suggestion a mobile barcode scanner to look up products would be a game-changer for in-store price comparison. please consider adding this.
640,invoice error,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,invoice error i was charged ₹599 but the plan i selected costs ₹399. can you explain the difference and process a refund for the extra amount?
641,subscription charge,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,subscription charge my promotional discount was supposed to apply for 3 months but it stopped after the first month. the original offer was for 3 months.
642,glitch in app,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,glitch in app the 'notify me' button on out-of-stock products doesn't seem to work. i signed up for notifications for 3 products weeks ago and got none.
643,profile update,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,profile update my display name is showing garbled characters after i tried to use my name in a regional language. please help me fix this.
644,invoice error,I see a charge labelled 'PRO_UPGRADE' on my statement but I never upgraded my plan. Please investigate this unauthorized charge.,Billing Inquiry,invoice error i see a charge labelled 'pro_upgrade' on my statement but i never upgraded my plan. please investigate this unauthorized charge.
645,feature broken,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,feature broken the app keeps logging me out every few minutes even though i have 'keep me logged in' enabled. this started after last thursday's update.
646,cannot load,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,cannot load on my tablet the layout is completely broken — all the navigation buttons are overlapping each other. works fine on my phone and desktop.
647,Map not loading on location page,The store locator map shows a grey box instead of the actual map. The location list loads but the visual map never appears.,Bug Report,map not loading on location page the store locator map shows a grey box instead of the actual map. the location list loads but the visual map never appears.
648,app not working,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,app not working i can't export my data. when i click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.
649,update broke my account settings,After updating the app my notification preferences and saved addresses were reset to default. This update caused me to lose all my customizations.,Technical Issue,update broke my account settings after updating the app my notification preferences and saved addresses were reset to default. this update caused me to lose all my customizations.
650,profile update,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,profile update my account shows that i haven't made any purchases but i've made 5 orders in the last month. they're all missing from my order history.
651,Unexpected charge on credit card,I noticed an unexpected charge from your company on my credit card. I did not authorize this transaction. Please investigate and reverse it immediately.,Billing Inquiry,unexpected charge on credit card i noticed an unexpected charge from your company on my credit card. i did not authorize this transaction. please investigate and reverse it immediately.
652,billing issue,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,billing issue i was charged ₹599 but the plan i selected costs ₹399. can you explain the difference and process a refund for the extra amount?
653,app not working,The search filters on the product listing page are not responding. I click 'Apply Filters' and the page just reloads with all products unfiltered.,Technical Issue,app not working the search filters on the product listing page are not responding. i click 'apply filters' and the page just reloads with all products unfiltered.
654,enhancement request,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,enhancement request could you add the ability to set a monthly spending limit on the account? it would help with budgeting especially for shared team accounts.
655,app not working,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,app not working i can't export my data. when i click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.
656,account access,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,account access my display name is showing garbled characters after i tried to use my name in a regional language. please help me fix this.
657,feature broken,The search filters on the product listing page are not responding. I click 'Apply Filters' and the page just reloads with all products unfiltered.,Technical Issue,feature broken the search filters on the product listing page are not responding. i click 'apply filters' and the page just reloads with all products unfiltered.
658,account access,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,account access someone tried to log into my account from a different country according to the security alert i received. please help me secure my account.
659,found a bug,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,found a bug when printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.
660,password reset link opens blank page,I received the password reset email but when I click the link it opens a blank page. I've tried on Chrome and Safari both give the same result.,Technical Issue,password reset link opens blank page i received the password reset email but when i click the link it opens a blank page. i've tried on chrome and safari both give the same result.
661,cannot load,The search filters on the product listing page are not responding. I click 'Apply Filters' and the page just reloads with all products unfiltered.,Technical Issue,cannot load the search filters on the product listing page are not responding. i click 'apply filters' and the page just reloads with all products unfiltered.
662,account access,I'd like to add a family member to my account so they can also place orders. Is there a family plan or a way to add sub-users?,Account Management,account access i'd like to add a family member to my account so they can also place orders. is there a family plan or a way to add sub-users?
663,cannot load,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,cannot load on my tablet the layout is completely broken — all the navigation buttons are overlapping each other. works fine on my phone and desktop.
664,cannot load,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,cannot load on my tablet the layout is completely broken — all the navigation buttons are overlapping each other. works fine on my phone and desktop.
665,Merged duplicate accounts,I accidentally created two accounts with different emails. I'd like to merge them so my purchase history is in one place. Is this possible?,Account Management,merged duplicate accounts i accidentally created two accounts with different emails. i'd like to merge them so my purchase history is in one place. is this possible?
